mileage,engine_temperature,speed,acceleration,brake_status,battery_voltage,tire_pressure,road_condition,maintenance_required
122958,105.20183732611652,25.06288467923892,1.5135434677923825,1,13.385999974774835,28.117653575836002,Dry,0
147867,92.65479467182591,94.46225555381824,1.538098509148551,0,10.462586346646344,36.6496151124778,Dry,1
132932,98.20441643194935,70.9038245377009,0.8799874715592374,0,14.5,30.238069406455438,Dry,0
260178,91.0326859692578,74.97598949335845,0.0,0,12.462471034874357,31.565480351148995,Dry,1
120879,121.5550965459258,20.27380285966659,0.8254874278221769,0,11.6445482882311,31.062485754503115,Wet,1
111268,98.94595603676481,92.32945213820557,3.491303398629851,1,13.117728242100997,30.35373164024304,Dry,0
208892,82.68010025689162,76.24023600246406,2.7948136348962436,1,13.126153713823182,33.25091768894046,Dry,1
55886,102.31450326552601,42.94135900301836,0.5727496078428229,0,14.5,31.063347742742085,Dry,0
138337,65.43592623814992,21.455801882380065,0.8059354539318726,1,14.282176215668244,33.81612018286071,Dry,0
88498,91.79400394000656,58.09681942327729,4.062098410716156,0,11.170167169543593,36.71015269241034,Dry,1
176203,94.78740435137986,48.339214690968184,0.27581373296773615,1,12.229954055443962,28.699481267285194,Dry,1
192335,91.96531143118047,49.376829111076006,0.6414893753079063,1,11.590345651979352,32.96845051438026,Gravel,1
279167,84.9933169374167,42.36420009804416,0.98450202528994,0,13.242155174278173,32.87973214093691,Snow,1
42090,74.81589964744477,78.03589768360212,0.0,1,13.915005752824046,28.473828310342707,Snow,0
65820,78.15979481923556,0.0,0.8549876749859471,0,11.183414614096975,33.93849461566451,Dry,1
263913,91.53112374371075,95.74819475830222,0.8732300070323699,0,12.436795465547762,31.21310809417578,Snow,1
195027,73.29721151358011,84.95291221790302,0.4173001494428785,0,11.868135395185329,36.7378897296919,Wet,1
253709,116.5525142347091,65.26712970738697,3.0935654031694915,1,13.344439948252887,34.99700399138787,Gravel,1
200041,50.38653480984441,56.39786073868764,0.09980485809466955,0,12.909485457883598,31.998487370378793,Dry,1
268455,85.14843198683094,87.07626638883957,1.3296888916717433,1,13.675814223415635,31.35080848397638,Dry,1
104355,91.65584458661546,58.943521097657566,0.4475986047217073,1,12.07893725041899,37.19776683067927,Dry,0
236796,97.61131391749933,53.03926288691316,1.2480312463517702,0,12.383350753110943,30.26207557670551,Gravel,1
215176,76.2611290910636,88.46795169640245,0.3918420041304569,0,12.89411497441461,32.79337333233387,Wet,1
185779,107.01442190832319,112.33489312624816,1.5910735582081108,1,12.228949830464122,31.804623929269273,Dry,1
259795,69.09253434280616,35.724829414734025,1.8857557047635791,0,12.799001536216348,35.58459101334931,Dry,1
157730,81.50807117088648,70.61998283691963,3.1826182485616683,0,13.770148421966447,35.8151272781623,Snow,1
150503,99.31121332919136,32.84020305306134,0.7936860185252707,1,14.5,33.62718915391968,Gravel,1
131523,105.60282847189129,72.54099205652146,3.4413920682815764,1,12.011669220655952,30.416584806757292,Wet,0
3747,68.93998055428354,40.5454630406125,0.5316260800320763,0,14.5,31.530509910235647,Wet,0
124855,129.67555185622737,90.28870642279404,1.2143771034613304,1,11.997707329922923,28.309348359564304,Dry,1
66725,76.53762655249186,57.49701495096881,3.617687702930155,0,13.368926562284505,32.746665569433404,Dry,0
130981,70.31726283708326,61.1619667301197,4.983529954206411,0,12.005603931917236,29.580242967584677,Snow,1
85654,97.54072337659886,100.77787743638959,3.523123864748798,1,11.470407139743541,38.71649868465443,Wet,1
68435,84.77559819627814,41.67492702219086,1.2316898641153582,1,13.722726010085264,30.357036193138256,Wet,0
32551,82.55921531190384,77.12105485263977,2.1178502835953523,0,12.450850212461445,35.077368289502644,Dry,0
274538,98.93466086354579,44.16366395290751,2.3191642574554674,0,13.783998333415127,36.58545138964942,Dry,1
4890,67.09056464358287,89.90743859607846,1.9145085828485657,1,13.252014046061744,34.48651065560612,Dry,0
42606,64.46798400037946,104.66888622075805,0.29058414111942876,0,12.911114141313979,30.480086472287347,Dry,0
257840,81.03864952285159,53.42732005312585,1.7814989604904163,0,13.051155975258224,30.265727190273054,Dry,1
142699,106.16852609179988,5.1477400059688065,0.8929851968964536,0,13.58864354329881,40.0,Gravel,0
271936,81.68917059880825,42.79657344621026,0.3379047435479998,1,13.426448146824985,37.921837704267055,Wet,1
240931,113.98735026792922,120.81590810054388,1.1263569104748077,0,12.09547023645219,32.91041437011752,Dry,1
240629,108.01522141757836,45.19714517025754,1.8783977647733099,0,12.922934431845203,30.984883451647146,Dry,1
206041,94.24419276761228,104.27552875995151,2.7016597747927777,0,14.000615387135019,29.38996544054678,Snow,1
175073,95.09585789062136,44.842850246768855,1.1952860279869006,0,12.545290447294867,30.140638258861774,Dry,1
208624,94.23003937525283,44.2250161026508,1.4056682378960916,0,12.005907333723968,34.13092498983135,Wet,1
69148,92.3957659302315,79.4796894250201,2.4647151355018497,0,11.878616553252265,38.93873188928262,Dry,0
253801,84.50637453782731,76.4835248767278,1.5850462445704347,0,13.349154304080207,31.643602977583498,Dry,1
125243,86.24718250189255,81.30435453304763,1.957861891067113,1,12.259574865349645,35.59542960829819,Dry,0
252995,73.95059765111127,60.12276396408883,1.5935621666327306,0,12.862235039554985,34.69546231608289,Dry,1
155555,56.8493581606473,85.85900245036397,1.7432780258876273,0,12.211936110129832,31.122558994644766,Dry,1
49555,106.56105913923075,84.03750235759921,0.20517064887852166,1,13.673945657701394,34.9972170585616,Wet,0
257508,92.35887655177947,88.72570157495734,1.6467920233978275,1,12.650216414253498,35.090419568247746,Wet,1
280303,90.09317033432679,44.411023617521494,3.213434858502355,1,13.928169266233285,34.75042668765165,Gravel,1
107530,95.97673684286819,85.84073006947278,1.7027897176971971,0,13.891544083348085,30.76217427695625,Snow,0
81077,77.57403817809526,46.96659643832119,0.49949886979473646,0,12.411855081035583,34.15133028460073,Dry,0
299064,74.9840667992335,56.07246925026229,3.2718360449432424,1,13.83334392748678,35.567132162686406,Dry,1
201551,85.7447295948277,55.559324059417534,2.3656460133465105,1,12.16223088490897,34.86726945878487,Wet,1
282601,110.5214772264572,35.04740222630571,2.4211533147208253,0,12.7661469764522,35.2334493211627,Dry,1
209261,72.4688845726031,16.612059741006846,2.38862674676692,0,11.720292557435858,31.3909325660794,Gravel,1
241181,50.59401964787751,90.59310106261803,0.14835552462601753,1,13.093555138840118,35.217639535833946,Dry,1
172829,82.1789836227187,42.44376144092141,2.2773659663409886,0,12.801296349315738,35.87019510763003,Gravel,1
272836,107.14049874352774,53.25650688562269,3.161556549811852,0,13.014198898364183,30.629253699892516,Gravel,1
203283,64.01183963468469,41.73208049753377,0.9237579295859556,0,11.139872381591713,27.84780138875183,Dry,1
197769,72.29574594265692,53.58363658244255,0.0,1,10.510644132941051,36.90675799692884,Dry,1
38065,93.95320110867253,47.35242649019089,1.9386858655657653,1,11.367369088690081,30.612407629622904,Dry,1
224165,128.54860553213,91.97709673606056,1.5392971770352801,1,12.999118648127236,29.7722402083308,Dry,1
100299,69.62682497210707,45.237396285080884,0.0,0,13.173453108315949,32.6368739644377,Wet,0
12534,69.04598862798062,102.86385369402521,2.2264542669762264,0,13.629336792163098,31.190074802723057,Dry,0
41397,95.08047553258778,88.48178497992754,2.1363508308791324,0,12.095488832680886,26.22130414483251,Dry,1
258750,108.07011659990556,48.138825212638025,0.0,1,12.708642017798141,34.67545453421142,Gravel,1
264160,80.63851931511435,67.99529086990445,3.767168666854385,1,11.798973766253013,34.60036332676122,Gravel,1
56591,65.67908765816746,72.98365823992833,2.4013454289365774,1,13.867396813809865,28.90589659625634,Dry,0
221884,96.50623831329519,81.04018009395978,0.0,0,11.790650754173159,31.923616667706526,Snow,1
24247,99.2226209595446,83.51167519303574,2.4826368787021273,1,13.678528536008708,28.94835447762818,Dry,0
25300,116.67982689807373,64.66581641281847,2.447791284501223,0,12.248687829759508,29.42370250225069,Snow,1
83798,99.85420668486418,36.13942250895225,3.1980096771430335,0,14.075245606769096,30.194282919958546,Dry,0
10268,102.42099114558569,76.02220811284052,0.7513489537701181,0,12.682957663392722,33.58572652122539,Gravel,0
275329,86.06782284198141,54.08734061356192,2.499963664008357,0,12.661087368927182,38.03356304963252,Wet,1
195776,126.62256513254202,0.0,1.2160177135640249,1,11.74591988526679,30.760241918138767,Dry,1
218851,84.02786984117294,69.75696192648866,0.8322182758334667,0,14.5,34.51687661346309,Dry,1
237584,80.82116817882344,41.64724871903147,0.4619921997919305,1,13.490815777490706,34.39288968661724,Dry,1
39044,117.1427237777791,48.54029807865783,0.0,0,13.011956209551114,25.610695212399516,Wet,1
49984,67.88644081656885,60.1505283954173,2.1485088030365147,0,12.73955462139636,27.84496779198853,Snow,1
265712,62.28887423208128,21.158823915751476,1.172341100981811,0,11.839266847608133,38.13884496886724,Wet,1
121151,91.79335386897728,63.476036927834656,0.0,0,13.17327104496015,30.48137384733829,Snow,0
134767,89.97395215086456,52.08231389314325,1.5904262398267963,0,12.433297374534277,33.35923168025718,Wet,0
125375,86.58168027674007,38.069500352827674,2.8894162217514894,0,12.557520422966636,33.010389356835326,Gravel,1
180262,104.90894635682477,61.15604562545498,0.0,0,13.39097052450694,25.615810101954473,Wet,1
137330,76.37690726567145,17.74509455917996,0.6448811017058487,1,12.78445265762833,29.953859081558626,Dry,0
165231,90.96250688437011,61.89066945976009,2.0291060512990646,1,12.51815076616078,34.1799845063573,Wet,1
14986,84.5984107104272,71.76497283758398,0.0,1,13.935648285418667,29.186610126933715,Dry,0
62858,76.63172249839874,67.63121649043927,0.8595824401611767,0,11.6811296804386,30.865709437445517,Gravel,0
130312,89.07239874058975,79.72210518871606,1.9159276085669998,0,10.845123211145953,28.38773145247557,Dry,1
13666,102.78893704942654,89.1338095638029,0.826658343291706,0,11.704002283380646,29.47843771911794,Dry,0
135633,121.80852180645752,57.96630682410628,0.0,1,12.652041810765274,30.41978242735427,Dry,1
289998,98.69128474348454,87.38623711272373,0.0,0,13.194550104003644,26.422510888426544,Wet,1
105488,52.33747497897823,57.872870858724475,0.0,0,11.755886034893855,35.514677031410685,Dry,0
184323,89.42789871837526,42.513478161268054,0.740357519325982,0,14.5,27.834226307671187,Gravel,1
285806,90.74704186354249,50.18123454007301,2.7679943391132324,0,12.68216095444462,31.482720314486162,Dry,1
271536,104.04313514369925,66.67443974679148,4.334268843804256,1,12.651781568406694,29.765368268787814,Dry,1
31535,92.77215453734608,87.12944620430792,1.54341927533171,0,11.210365492164723,35.230559596850675,Dry,1
298366,108.79633375953115,60.03657137034475,2.4218982925830517,0,11.057201298850938,28.302853989551927,Dry,1
78373,95.87505923422907,43.15857820992021,0.3710135109695636,1,10.71690453536131,29.653810156281004,Dry,1
124684,113.38197104246834,96.10650117050946,0.0,0,13.871419001904199,27.988604147961553,Dry,1
274109,83.4188111992756,24.129587216333626,3.72193089244734,0,13.712450950943484,25.0,Dry,1
25538,92.16515200945041,43.31986538809187,0.7858815107426042,0,12.498547401222144,33.527267993172636,Dry,0
202664,102.39962303084845,82.31960945567471,2.3624499510913433,1,11.285088355216253,32.09690420311262,Dry,1
140182,81.41708894559835,104.16143116343903,1.690153422142635,1,12.22247498886009,32.65724994608968,Wet,0
159338,78.14980796878386,72.01703160550987,2.693509114602867,1,13.921438174852506,34.43145874288781,Dry,1
185064,80.55971850469973,66.24718895409575,2.6449171924511705,1,11.995845116446388,32.3243037893755,Dry,1
215020,78.76176574366616,52.72837074523313,1.8332707876014123,0,11.597957218700488,30.667959214229334,Dry,1
99806,97.83842881312991,73.70177895123153,1.9653374512348645,0,12.118999771931945,32.77890849595508,Dry,0
91982,62.477879555481664,63.23419177527031,2.9551014983682604,0,12.207139050392495,30.480535475565073,Dry,0
122626,66.66044960523139,41.136716149636435,1.0083685484479812,1,13.238086795904378,35.33705323226965,Wet,0
120176,117.94119738535893,52.27515579073782,3.366737953755271,0,10.292768794823976,30.91376797232326,Gravel,1
219126,79.12354918538733,38.3138500829851,0.6505725031140861,1,12.669329110663876,31.642293747867416,Dry,1
219969,93.00022276757622,60.340390359520676,1.591895917444161,1,11.803185759576332,33.909713233010535,Dry,1
123409,67.66280373151308,64.04598682606503,2.2550158294494658,1,11.964458016732904,39.008342431550936,Dry,0
24419,91.41186401683915,100.8595799661941,0.0,0,13.254459723330303,28.93345075568996,Dry,0
254618,79.21489998477894,45.06507185773446,3.1582176429516986,0,11.198192265269654,28.344928533855494,Dry,1
246310,66.55365752759378,55.48058112991282,2.0710810014299765,0,12.679930311811338,31.26499098452575,Dry,1
51015,110.0538065634707,91.47953303783012,5.0,0,12.981274454649718,29.755311977706747,Gravel,1
249550,107.73848590591307,105.12723376144726,3.9968310125163566,1,13.079607350137932,34.099889198970324,Dry,1
123096,88.38967813928976,71.86777443496663,1.4869186427955423,0,13.20686678374155,32.592325928701584,Dry,0
108059,104.99128549016866,53.66092071379495,3.642704042971287,1,13.071905011798247,28.641643344220192,Wet,0
186340,118.5493903159074,48.17455831822615,2.5168035904250923,1,13.219265854131251,34.24838161907248,Dry,1
111687,101.31113899737134,13.923329628492858,1.7773286022161507,0,11.619197669137117,37.54300730635566,Dry,0
212428,97.19519609264945,36.80579252260742,0.0,0,13.865673684477136,29.602910827883356,Wet,1
106878,92.98424544724965,62.53906058759019,0.0,0,11.315436312900939,32.97579561252852,Dry,1
203982,99.7424604728886,55.47535334964195,1.5052443018995598,0,12.870344489449318,25.415984961851677,Snow,1
199286,84.54120909765545,75.5851993498757,0.9055624478520657,0,11.819108426780115,30.895677004817895,Dry,1
250002,85.8504619625783,55.1199303292708,1.770227069756432,0,10.782186267915344,32.928989179896746,Dry,1
251396,96.76337062818773,41.848567584069755,3.1468437971235614,0,11.929890148999503,31.575925468652144,Wet,1
165899,82.89202694760706,68.5336064836331,2.537949847005211,1,12.38154994353455,32.337761779721184,Dry,1
44585,84.51300490809746,122.63163113683662,0.6644567005056937,0,13.886908834059676,29.665854102388305,Dry,0
65044,90.0027999695246,52.06627081508682,2.609949473406911,0,14.319672571305544,35.78005321826411,Dry,0
110556,107.25911325889604,63.47218803363442,0.4031432149913785,0,12.370359290754395,30.768029891784607,Snow,0
3693,73.0100436966053,81.17313953031702,0.1293116976186679,1,11.110971179396818,28.31161764583122,Wet,1
244307,101.38767754057892,45.70954021076834,1.9579644812424415,1,11.193879241135246,31.88359148523545,Dry,1
201235,101.87694619205206,91.81893841588456,0.5225968892610986,0,13.271869312742343,34.7687156270582,Wet,1
26939,101.78718013945213,20.523997222051776,0.7297850606816315,1,13.208157255807826,33.66342877945097,Wet,0
153906,77.89880429685766,49.80682456828454,2.692766476890574,1,11.892632381876625,30.446803373633372,Gravel,1
19047,64.60977576733595,52.21947756228617,2.2891604292092285,1,11.325772070217637,37.319480298761555,Dry,1
289249,98.39550708617134,63.7789436313402,1.0538331830599958,0,13.492274729439872,31.775787602430963,Snow,1
76766,92.81308176620944,10.712967500252113,0.0,1,11.272010816719408,26.862959480198633,Dry,1
45262,105.06564952144699,93.8184973665274,0.6178052279196398,0,12.055687809163084,33.78314711232168,Snow,0
286920,79.49194757985693,70.35543962377086,3.8304936121982407,1,12.973492435420027,31.58801711855489,Dry,1
162152,101.40177564384541,88.0707861374782,2.6598484979992962,0,10.499094551545138,31.77785697744241,Dry,1
129376,105.81618168329118,100.32589343659677,3.2083091412243343,1,13.453348255236062,34.66644744703284,Snow,1
138848,88.57035418425974,41.485905541573565,1.8072296938822496,1,14.5,31.216927358799673,Snow,0
93787,96.25394254897225,0.0,1.0787420910333343,0,12.61388882186483,31.12947338180628,Dry,0
128948,95.72949686286142,88.65915188242079,2.5862310808462663,1,12.465347389636339,28.239426353689932,Dry,0
56016,77.67795706455524,52.840433245665324,3.0382068343143533,0,12.54432543436547,30.411672668938714,Dry,0
22959,97.96644903426912,31.670787603198484,0.9243097256453251,0,12.7248493887053,32.7349307049351,Dry,0
137602,114.33747511351521,74.40749132601275,0.6441542364263595,0,11.770026604923286,30.23634204971927,Dry,1
226928,90.33305901813955,121.58892330330649,0.0,1,11.375667341440517,26.991875173236995,Dry,1
266892,68.08612592022514,57.2773376215417,0.6138899928673632,0,12.146890847566558,33.95447344796297,Dry,1
